from,to,value,gas,input,tx_hash,fuzz_string
0xeb9C44CBB771Db9736D6fFe15fee919554c5Eb56,0x840f17E8BFA2B5e41DC9fFc4575AB78BdD7A933b,0,3000000,0x8f088f92000000000000000000000000145180440918693c67f2ec038fdc894a2892cc4b,0x8b9e6e1d2eb11986d8b1bc62f5560c33b361e156108eb8b58b430aa1d06e9ad1,"1_safe.sol,1_safe_attacker.sol,safe,2"
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0xa4d0680F0dFfD18f857939197414759B47133155,0,3000000,0x8f088f920000000000000000000000009b689638f61ea6f9f05287887d9534fa57d5d02c,0xd3fb1adefd2fd944bd2dc8060dbb169de25037e9cdb50a27c17fd15a1d4436f1,"1.sol,1_attacker.sol,vul,1"
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0x0237d40C7F732a07684740F21c603E837c913692,0,3000000,0x8f088f92000000000000000000000000fe1fab3fd121c7020e69049ce8f82803d0f3fb91,0x7991eb2aad77385722e4fd0315ed2aee4ec1efc6be33fb242c8175bdba2cbef4,"1_safe.sol,1_safe_attacker_benign.sol,safe,4"
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0x96222aAFB304Ea808249a0C71cD062fb0064a741,0,3000000,0x8f088f920000000000000000000000002b71794b2b0977dc790542f19dbad20facaaad4e,0x59e362df3b9e12b324ac04a8be76bc3a5efa7da2167c4e033c7b48325b133035,"1.sol,1_benign_attacker.sol,safe,3"
0xeb9C44CBB771Db9736D6fFe15fee919554c5Eb56,0xd5708E17b94874a18650d18a18f80ad581fD70d4,0,3000000,0x8f088f92000000000000000000000000debf9a0c9f138854a6ade813d5300e2611ad94a9,0xb6be5fce36f975a332b0c2c1ff0460a64bfa6859dd9632f5e065946a6ad6d087,"2.sol,2_attacker_benign.sol,safe,6"
0xeb9C44CBB771Db9736D6fFe15fee919554c5Eb56,0x7319cADdA7981fB44AE7F2B1e0833a7ba4Cb1e4D,0,3000000,0x8f088f920000000000000000000000000ccebafd85b21d31450b032015b8e5032d72930c,0xd9abad98a2b58bdb2a713b847007cb299094efaad71b5101bbbc6fa57c65983e,"2.sol,2_attacker.sol,vul,5"
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0x09bEFa535a284b668A1183F698d65dc2D87EeAf8,0,3000000,0x8f088f92000000000000000000000000421346b49f1a2039863e70b092427bcb42ff3b4e,0xe9facbf66be6722c8865699bd8099c597171283ff196474495ad3b332b31059c,"3.sol,3_attacker.sol,vul,vul,8"
0x52503d5F66B6D9FB8731fDc38f60a7aa545cA378,0xae7fc915F128b70B88468cC64D78927a065C7748,0,3000000,0x8f088f9200000000000000000000000022b9c911e5fc6cc79201d441ea083a4748ac9a58,0xfb2f8b755975d738c8fcf6e48511202626ccc4753b3cbaeb9d137637e12b0c46,"2_safe.sol,2_safe_attacker.sol,safe,7"
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0x939F8f3B34FFfCD480B219103B04655DCf23cF33,0,3000000,0x8f088f920000000000000000000000005d1f4630578800421e0a94d8a107896fcc19ea26,0xf3d2f5db83e7b756e9dd53775cb2dc292d0a0a1344cbae295d69dc7d96fd18eb,"4.sol,4_attacker.sol,vul,10"
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0xd0804fac472d0fBCf6bBeF3B2153b919C7a49c15,0,3000000,0x8f088f92000000000000000000000000240ddd87bf18d7d553d63664fef21935639d1160,0x989222ee07b1905ad9ccf55f948e46c931e7a01d6b67737f944dab79ac8a06c5,"3_safe.sol,3_safe_attacker.sol,safe,9"
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0xFc7F07b5aAB827a876B0bd6308086e0274c4eb00,0,3000000,0x8f088f9200000000000000000000000047e9ee9b0b9c90bed7c6cc085db698e7df88cbda,0x9c1fffaf94b6294569dec134d36622d20279e6d543eac6aa961616c13eb01383,"4.sol,4_attacker_benign.sol,safe,12"
0x52503d5F66B6D9FB8731fDc38f60a7aa545cA378,0x7C1A27dEb4559881Fc1469bb3e76Af3877C3e528,0,3000000,0x8f088f920000000000000000000000004c1cebe33fe3f82850f39273c2eeec1d46ec67df,0x8507844d749fd47a664a209f4bf5ecce7959a8a2c30f5fb2758c9cef0019a58e,"4_safe.sol,4_safe_attacker.sol,safe,11"
0x52503d5F66B6D9FB8731fDc38f60a7aa545cA378,0x6bbF84801866957dDf72a37D490361D1F1b3CAe3,0,3000000,0x8f088f9200000000000000000000000063f84875a3f885dc6d1d4df74ba4ad3b3ca56d0f,0xeb0f500197fd5cd86c05151e7dcf0d506c9940d9d8deb408fa00eb253049fe6d,"5.sol,5_attacker_benign.sol,safe,14"
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0x876Fcd654A672c0F33630d3cDd7dA23c0777ddd4,0,3000000,0x8f088f92000000000000000000000000e23382015e5fb6d81100556580135b55ac82753a,0x17b4d6016cab20fb3b5813b461acd33821403183819a3ad8bb4c79fdcb9fff48,"5.sol,5_attacker.sol,vul,13"
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0xe14d9B016707531F9B522b64eE0AEFE0B8BeE1f9,0,3000000,0x8f088f920000000000000000000000007786b9b49a48b0f7ffda89fc17d4ee548d9e3f89,0x85852f79eac062c6176e7816cffecb9e6620b02e7d52ccaaa04c3d7b4ca6dc4d,"6_safe.sol,6_safe_attacker.sol,safe,16"
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0x41D05344512efd8FEcB4eFE4740Bf81db804f7e6,0,3000000,0x8f088f92000000000000000000000000bc257198d41693b3d1e70e9c1c5a00a756191651,0x2db7663e927a797f57e5fbccc316e63c8f795cab8e815caf01041054d7b02b04,"6.sol,6_attacker.sol,vul,15"
0x52503d5F66B6D9FB8731fDc38f60a7aa545cA378,0x83AA56DE857Cc52a924FAbf4C33aa39298f17eef,0,3000000,0x8f088f920000000000000000000000009d97f62cb25f94bfcb97f9ff0af09388a8925ec6,0x6e241c7a7becd10da67214ef460e34a2169458c14ec7eb354899cb5be89501a4,"7.sol,7_attacker.sol,vul,18"
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0x65f302139a8D230fBdd73823C92C62b5d8D7E69b,0,3000000,0x8f088f92000000000000000000000000dd059de179bbfd7ea5c2a425b19fd405b4879e2e,0x19d8ad39e364acb7719d59713311c1e8831621e211c6629c828225d3485a79eb,"6.sol,6_attacker_benign.sol,safe,17"
0xeb9C44CBB771Db9736D6fFe15fee919554c5Eb56,0xF7690e6663D7f75268D727d1fc9Ca053ae52089e,0,3000000,0x8f088f92000000000000000000000000cdaedbd444a615ceebd9fc1cf99b5726842587e4,0xc357a82757f9e79ba399363a4e2b4f4fa731655570c10c48c1bc10a1d51fc03d,"8_safe_1.sol,8_safe_1_attacker.sol,safe,20"
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0xd7cC4c1200bE95Ed06cB2DF21a7528467a1f64D2,0,3000000,0x8f088f9200000000000000000000000054d091afe8a698baa147bc29a6a11e8b48afa786,0x3e67cc7e28fc5df2a5e8cc359f81b48ef5cc7fa996065ec95e0f232ae9a42c4a,"8.sol,8_attacker.sol,vul,19"
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0x1bFf574be2087Db571350eB3D87da5c815B8b2Aa,0,3000000,0x8f088f920000000000000000000000003bf70d49c396905e4a41a95b7fc1b6818a8a1630,0xea12b868420882b0206baa9f7ff6eb3b0fecaa8171da7296e4ae411f25f9e1fe,"8_safe_3.sol,8_safe_3_attacker.sol,safe,22"
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0x897B3CcCa6BaB117180D8AF2e0555365E3e56da1,0,3000000,0x8f088f9200000000000000000000000044e0a6e1ca94eadc837a6c51a990c561bf48edea,0xbbb3feee870f999ec10a869ebd8246a1b3defbb829636d7a424fca26540199f5,"8_safe_2.sol,8_safe_2_attacker.sol,safe,21"
0x52503d5F66B6D9FB8731fDc38f60a7aa545cA378,0x96222aAFB304Ea808249a0C71cD062fb0064a741,0,3000000,0x8f088f920000000000000000000000002b71794b2b0977dc790542f19dbad20facaaad4e,0x52e2c5b77531f4ddf73f7fed6fe787424880bf42e51fdb19a5bd7df3daf00aaa,"9_safe_1.sol,9_safe_1_attacker.sol,safe,24"
0xeb9C44CBB771Db9736D6fFe15fee919554c5Eb56,0xD21C860806d1D3393E513765c26d0F8D46D2EAf2,0,3000000,0x8f088f92000000000000000000000000f357846392031204ddee95bf9ca8af7b3355cc8f,0x9d9e61f800da2e5742a73d84e1f4adcfdb4eb9c06d3faffee03b450f0f237269,"9.sol,9_attacker.sol,vul,23"
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0xe29Bb4e15d292D6A88161C3618b2e3dBe8B866cF,0,3000000,0x8f088f92000000000000000000000000d5dc953557dc8f7799c8e9ced601e3d3f70920b0,0x6bd45e1d18b15ae8a262ed0bf1181aee147061406dc1b4dbc69acd556777f1a2,"safes.sol,safe,26"
0xeb9C44CBB771Db9736D6fFe15fee919554c5Eb56,0xB341C2ddF8684263A0AB6C354d9b57D49d6C662c,0,3000000,0x8f088f9200000000000000000000000068b9300d19af17d3170c11f6b45fb75406cb85e0,0x01d42b99a8e1f8666615e91723e7ae710ffb4191fd6ee8b082d456b89ac113af,"9_safe_2.sol,9_safe_2_attacker.sol,safe,25"
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0xD52b22F1a1eDb63651FCE9585385c0ef3e610f75,0,3000000,0x8f088f9200000000000000000000000042de190b78f2415efbf7bf077d465a1ad2dd3383,0xe758a673c7a2b763b634da40e289b4d01cd166f872c31982a6cf8415275a12da,"safes.sol,safe,28"
0x52503d5F66B6D9FB8731fDc38f60a7aa545cA378,0x0F547fd479a20C832A6D87e3f039Dd67b9F3b9a4,0,3000000,0x8f088f9200000000000000000000000036ab9a4a3d7e6a9d34bdf9ec06f6f96183807ba7,0xad2db50beda8f6358b842be96906613d35118c87dbdc1e3ccc95fc426549389f,"vulnerables.sol,vul,27"
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0xc584344c01e894c2C815967eD5fCe7a8D91aD089,0,3000000,0x8f088f920000000000000000000000001bf041dce494a5bea244e7621299235b5eb4de4f,0x6780b44c45d580db1bc91e215c40fa896d53c6715b95b625e195821a4ab769c5,"safes.sol,safe,30"
0xeb9C44CBB771Db9736D6fFe15fee919554c5Eb56,0x32D67FF42A0C50d621b1B2b23f29D1f2ccd7f66B,0,3000000,0x8f088f920000000000000000000000000d38744b4dd3c57ed4bf73382fca33d89285f2ee,0x1a7f84b1f56cde313f7b156a93daeff8b2197d4ccb154664cc111fd0aa655a56,"vulnerables.sol,vul,29"
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0xa138f2600dE606A244ed001fc9011f95E6288A46,0,3000000,0x8f088f92000000000000000000000000438af5e7f534638919d68665f941392c19c255a7,0x555207b0ea7f8f8f71a0e266049aaa65b39b4004a99c4281f6d2fdc3b0f96ef8,"vulnerables.sol,vul,32"
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0x7c8cAAbd1CcdC3dF32265789D7C017Ff5AF8F2Ea,0,3000000,0x8f088f92000000000000000000000000efabc095caa968c20f778bb586840e584c1131e5,0xe7f2de7c218d91938317253dd1c0177094c51f19ffd249e388086ca1cfafa650,"vulnerables.sol,vul,31"
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0x08e313f7cbb76FA7EEaBfafB059f3A77e6bD1448,0,3000000,0x8f088f92000000000000000000000000eac49012008a18bf9e62565d0b9c54476984968c,0x1e85ca43da0d560302008856463de3d18326110cfa690961817366de711d7337,"vulnerables.sol,vul,34"
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0xBB6D90Ef3CD22B968cadA138E526489ECF712589,0,3000000,0x8f088f920000000000000000000000002c10fe2b7127d2300c263d9fc991022a7432dc9d,0x5c08f4f9500617cc1149593b10f773bd745650c5b75afc28cbf51c84d894d9f5,"vulnerables.sol,vul,33"
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0x696BD9157bb984AbA6D8CE1800180D6091127718,0,3000000,0x8f088f92000000000000000000000000fb503443aa4702a5e492fcb2218ad79a73040a46,0x3ae2aacc1826336a31de98d34e76ea90e45f71ce18b29c0723e39bfbce7c26b3,"vulnerables.sol,vul,36"
0xeb9C44CBB771Db9736D6fFe15fee919554c5Eb56,0xd5e4C6F08a9915a5A4c517DA48bb1d327ce0fdb1,0,3000000,0x8f088f92000000000000000000000000e5223849c994b7772bc9e2a0cfab82d41f801fa3,0x84ff3e3181f9a284bc0ee8288243403172be9e473e1f169e884e5f9e3168167a,"safes.sol,safe,35"
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0xA5f341302EAeF369c1e67694DeFc4DED9A885CcC,0,3000000,0x8f088f92000000000000000000000000727e829b0a5ada81c04b97a7d65b56da8c790cc5,0x2e8f2aaee1f0bb8446c0d21c05ea25098e569b7bfbc9e0897efdb86a147e5cc3,"vulnerables.sol,vul,38"
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0x37176689A9b9ced247823F0C8F33dff6ea04543a,0,3000000,0x8f088f92000000000000000000000000c22e8a6770815d106f3873e2370b2ad88be28f4b,0x91af03531a8a2a25324aeb0583e938e6fd723ea2ffa3f792713b1dc762f6410e,"safes.sol,safe,37"
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0x52d18aA9640b1698AE809a3F4D9A0451bf8012e1,0,3000000,0x8f088f9200000000000000000000000045064356b30e1a528abe9a3589cfe12b77c93a5f,0x4f603294254766c089a442054a69457a3057badd7396b12c454c0867ca3a7fc5,"safes.sol,safe,40"
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0x51Ad7eF4F3bFD6Efca4aC34348E2A84f538a920c,0,3000000,0x8f088f920000000000000000000000006a25f4dcede04725920babdc2273201c00704314,0x4b5a6059c11ed1fb65151650f55e47cefeea83d30affb6fc57dadec5675ef279,"safes.sol,safe,39"
0x52503d5F66B6D9FB8731fDc38f60a7aa545cA378,0x3E364115c38c8AdB1640cc3993b5680732639c13,0,3000000,0x8f088f92000000000000000000000000e414c152b010e2c15949075b2cd3a2772d7f17ae,0x2a8790867002da3023c7c74202e28d9df8210d6286bf74a808df51cc935b6cc8,"vulnerables.sol,vul,42"
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0x4A1F0d13936E95C17c8A2EeBf45501699d4f82E0,0,3000000,0x8f088f920000000000000000000000004215d0c7697660f8b61a6f060f748c8493ac29da,0xf4906260f921c908c99548b2ab2f41b37328e7f77d66dbc776e9f02b5b7c60cb,"safes.sol,safe,41"
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0xF52bb9A292001266ec2d5A94C44eAB787983aD92,0,3000000,0x8f088f920000000000000000000000005bc922144fc164ab095f7118bda41605b3ef1c43,0x6f83827175cef09d33a8d02725870fcdc59f99ea4445f9a09f8a9d9f879bc922,"safes.sol,safe,44"
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0xb77D98cA183305BEA804c4926Dd16006d4d8dc38,0,3000000,0x8f088f920000000000000000000000006ff04ab3a44b96d5c74717cae9558a36d128bc10,0xa88a5e98a8c6f6fa1abcdbeb90fdc5b4a6e80c10328956ef2c169e2382738d0f,"safes.sol,safe,43"
0x52503d5F66B6D9FB8731fDc38f60a7aa545cA378,0x3cD034Bdc88F43a5f2dbdD5C43d2b064Faf76a29,0,3000000,0x8f088f9200000000000000000000000054ab90e6238f6b13d86484fdf76148df8d4457f3,0x8fa04d4794ac3462036833276c68f855ec4007f364d7768a710aad6de880e161,"vulnerables.sol,vul,46"
0x52503d5F66B6D9FB8731fDc38f60a7aa545cA378,0x3155B412b4c87F11A697a11686FffB91bA596C44,0,3000000,0x8f088f920000000000000000000000008b8bc2918037d243e42e7e26ddac5e937f570929,0x28461483762b891ace39c136a60524f1415ff05a3bab8e8453b455e6359a4b68,"vulnerables.sol,vul,45"
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0x3C3f49e743add0B6333a63c90B1b6857c57Fe230,0,3000000,0x8f088f92000000000000000000000000528d4e96520dd8b244151e849fab6b394aaa4620,0xcafff3f7ecbcff1776bf408c68f691db6060ab7a67cbeff8afc62c9b81eceaed,"safes.sol,safe,48"
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0x8E2d33CCE1C1A40166ea32A760858C5420Ed25c0,0,3000000,0x8f088f9200000000000000000000000005721f08311b35e1b0705cc226ce0405626b0b7c,0x990739fcc4b91e50be131d4df7f45847700bf6215e3c40e53f926de14efd7e88,"safes.sol,safe,47"
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0x58D59039F67d487FEbaa3703570eaF17268FC39c,0,3000000,0x8f088f92000000000000000000000000b3e829c991473b88b2c5b8ef65c5a3f0727e7188,0x18ba32ba58aabd7e4fc7cd08a311f2c33c65da722444bc6c336420892d06f406,"safes.sol,safe,50"
0x52503d5F66B6D9FB8731fDc38f60a7aa545cA378,0x07E792bc44BB2eBC4FfeFafe180e6f15768Ab612,0,3000000,0x8f088f92000000000000000000000000f4e460123ee93169a6c90e3fe4039de06fb376a4,0xd1a20e7925357627d8c615cdf069e03c5db7825a5c6b1c3bc879d25f6b0f7b35,"vulnerables.sol,vul,49"
0xeb9C44CBB771Db9736D6fFe15fee919554c5Eb56,0x27f89f263c5d07Abe51a5e1ade7159E7Cd2D0130,0,3000000,0x8f088f9200000000000000000000000050347d02d0b5e0ce25a082587ed6a8cd7a734de3,0xab51262d7e68c05ac250342f1a0138534ba9446216cb4229801f7af299e0c885,"vulnerables.sol,vul,52"
0xeb9C44CBB771Db9736D6fFe15fee919554c5Eb56,0x90112b5E4966d7809876686fc4BC9b6d2C32425b,0,3000000,0x8f088f920000000000000000000000003531147229ad733506d166b26e3475da30d61131,0x86a94cb73e583e7d83fc7eaefa968ac107427f6be2e58d5615ad5e50d25e9bae,"vulnerables.sol,vul,51"
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0x49298C0510C4F86F2d26be6480DecF03Cd66E58A,0,3000000,0x8f088f920000000000000000000000008bb422646a30fb11b661b80082d50446729b4b7c,0x92ec9d0c9acc6da3995ce87104d6821fec831fb6732e7d3b69968b2a24e074bc,"safes.sol,safe,54"
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0x2deE8e1b691E47FD0D9c072541865684a4a2fb9b,0,3000000,0x8f088f92000000000000000000000000cc53648312f42d46371068a732446a9217f3fa60,0x919c8273f61b4b3a32803e7c00d6b6e812f818a5ad4e5e88ac913535674813e3,"vulnerables.sol,vul,53"
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0x8071e80E8aB711f49A57493c82221fd2a72EfBd3,0,3000000,0x8f088f9200000000000000000000000072b98d2a60f9142343fb8556a78bb5e8a6cdc2f9,0xa470b6117ab58aa4f1d4cec92d5d5af94a3c723e42a9508d2b39cfc6f810f21b,"safes.sol,safe,56"
0x52503d5F66B6D9FB8731fDc38f60a7aa545cA378,0x68dbb51C9ee27e423d4a4C4c47e25858f791298a,0,3000000,0x8f088f92000000000000000000000000e96cb653ea59f90ef2ca8d1f6cbf1cb196443b58,0x3696b4820f376ea8fef900004417814846e4b560b4a54493eac88958866782ad,"safes.sol,safe,55"
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0xDFA2833a8e5eAaEA382dc851Af6aEf79C88d9B90,0,3000000,0x8f088f9200000000000000000000000007134810e9fe25bbd147477cd96adf78e48582dc,0x9a2e1d2cf61da5e4fa53fe652a59885a9f1de4c08126c66f7aaa829209fb2683,"safes.sol,safe,58"
0x52503d5F66B6D9FB8731fDc38f60a7aa545cA378,0xB82806e5ddd6AF88A712A8F81D84a0c9796F2f9D,0,3000000,0x8f088f920000000000000000000000004af57f4bc596a29eda688c2b66630176c9e30c07,0x44fa9de0ac532893b8fc51bc8bb7c2620d4f991b8aab2e81a58ef630ba409aa5,"vulnerables.sol,vul,57"
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0x40c6821FD413A783D0faC2734d351B00E21dA975,0,3000000,0x8f088f9200000000000000000000000067bc47ef8e60a860afec284eeffb2466317c538c,0x4055309ae93c7e5909c51b9f98119c01d92eceb7745cdea373658d4445d75664,"vulnerables.sol,vul,60"
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0x591559b50F0F9AC75D885c1490526a7Ccd2505fF,0,3000000,0x8f088f92000000000000000000000000a1d78081f83389e023ba8a3d48f26aa2a60a82b0,0x31f8ade021fa5e25e125d6abe7ded2309ad6ace594d54ea54b5a363af2e0d52b,"vulnerables.sol,vul,59"
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0xc9D0bB3130F7b8320a83D8D0c1f478daAe188C78,0,3000000,0x8f088f92000000000000000000000000b8c3e768bb96d1762d797dfb8fd3b1a52a2c9436,0xa15445100e1b9b0188d77240e0c8c63e4a64362253a50f5429843230d565c3ef,"safes.sol,safe,62"
0x52503d5F66B6D9FB8731fDc38f60a7aa545cA378,0xCa6469779D85D6EaFE4cD52C09F7bB216B860B88,0,3000000,0x8f088f920000000000000000000000002575d569ab57f1e96730726b1b45553468260a11,0xa724d3f288e5744ee51fa4f6f8126bc55329974491bf3aeb7ab3ae50e7cc3f00,"safes.sol,safe,61"
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0xE520422f9EA935c22b9b86f1370D54f0ab473D2b,0,3000000,0x8f088f92000000000000000000000000bd8ef5a6a2bd71b2d01e4a5817be158cb6790730,0xa63e793cbcfe7f2be2f61994f959399cea9ff87cdb7f9e4aac66470946998ded,"vulnerables.sol,vul,64"
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0x9c816Bcd58Ad52946798Ce3bDEE525E6313A5E4b,0,3000000,0x8f088f92000000000000000000000000dd418a4b0c02e819f70e8d7d83b0fa38b42fe5bc,0x92cd75b08aff2ef66972330d0b74afe3d66f6b0b7981a79ca193ad0a719d8686,"safes.sol,safe,63"
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0x18069464E5166A705A8C028550034a0354cC8034,0,3000000,0x8f088f92000000000000000000000000e3614d5669ba6ca18a49d42e8272ad93d6a7d61c,0xe38fe58499d58be99f2cdbd8038ecc8476a22fb0cd4f6ab2341e7be857c3e34f,"vulnerables.sol,vul,66"
0x52503d5F66B6D9FB8731fDc38f60a7aa545cA378,0x9dB1e45215bB00c2cAD33a52e809bAa42B159A07,0,3000000,0x8f088f92000000000000000000000000e7f3c5895b581a93be511c84e16814de8ea21709,0x5d2a448a3a11c3d92461e935a923050c48f834fc9a6833434b35bf776c885ffd,"vulnerables.sol,vul,65"
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0xC58b593Be1bcEFCd0daEFE575a5695c3E86CD671,0,3000000,0x8f088f92000000000000000000000000c26c3856c7f163f60aa86eae845375e640d797c3,0x0196ccc6660543e103a795be288fba887f042777420b302f4d8af52e41e46c17,"safes.sol,safe,68"
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0x7828E8F107b77d5bE9d3a71937015A31c06235E9,0,3000000,0x8f088f920000000000000000000000001d617204cdc70280a0e31a2eb609a4ea62f01eb7,0x5a992d251b34b5c9474a836beac9cbfe4878b20a3ebd69b9a2d4d73d0c1baebc,"safes.sol,safe,67"
0xeb9C44CBB771Db9736D6fFe15fee919554c5Eb56,0xC4B944bcB8AeEC621E5f94B1B7E631f46e9EC3c6,0,3000000,0x8f088f9200000000000000000000000011e875f1db1e7b6aa22e565bafd5ff2f5e01f7db,0xad9b5ae761686ff0ff1a7f33879abc4ea2c10367a9d3f0689ae656ac8726b65c,"safes.sol,safe,70"
